City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
622,Escanaba,US,55.0,overcast clouds,45.7453,-87.0646,Sunset Lodge
624,Baghdad,IQ,66.2,clear sky,33.3406,44.4009,Baghdad Hotel
625,Manakara,MG,73.99,overcast clouds,-22.1333,48.0167,La Residence Manakara
626,Rocha,UY,67.3,moderate rain,-34.4833,-54.3333,Beleza Pura B&B
627,Kot Diji,PK,69.8,haze,27.3427,68.7083,"Heritage Park, Restaurant & Guesthouse Kotdiji"
629,Mapiripan,CO,73.6,moderate rain,2.8892,-72.1256,Monserrate
630,Port Macquarie,AU,69.01,clear sky,-31.4333,152.9167,Rydges Port Macquarie
631,Mahon,ES,51.8,clear sky,39.8885,4.2658,ARTIEM Capri
632,Ferrol,ES,52.0,broken clouds,43.4832,-8.2369,Carrís Almirante
633,Pomabamba,PE,50.94,moderate rain,-8.8333,-77.4667,VIVIENDA - ELSA CABELLO
634,Coquimbo,CL,59.0,clear sky,-29.9533,-71.3436,Punto de encuentro
642,Ponta Delgada,PT,60.8,mist,37.7333,-25.6667,Vila Nova Hotel
644,Rochelle,FR,53.6,overcast clouds,46.25,-1.0,Le Clos des Palmiers
648,Toppenish,US,53.6,clear sky,46.3774,-120.3087,Quality Inn & Suites Toppenish - Yakima Valley
649,Sur,OM,79.66,clear sky,22.5667,59.5289,Sur Plaza Hotel
650,Labuhan,ID,77.79,moderate rain,-6.8844,112.2051,PT PPI Lamongan Tambak C
651,Posse,BR,76.15,overcast clouds,-14.0931,-46.3694,Pousada das Palmeiras
652,Hami,CN,50.72,scattered clouds,42.8,93.45,Laoyutang Resort
653,Chapais,CA,59.0,clear sky,49.7834,-74.8492,Hôtel Opémiska
655,Pulandian,CN,51.8,clear sky,39.3953,121.9669,HR East Hotel
657,Samfya,ZM,63.52,light rain,-11.3649,29.5565,Chita Lodge Samfya
659,Aswan,EG,63.16,clear sky,24.0934,32.907,Nuba Nile
660,West Fargo,US,57.2,clear sky,46.875,-96.9004,Hilton Garden Inn Fargo
662,Ozinki,RU,59.58,broken clouds,51.1786,49.6769,at Rest
666,Gilgit,PK,51.37,overcast clouds,35.9221,74.3087,Tourist Hamlet Gilgit
667,Sambava,MG,75.0,overcast clouds,-14.2667,50.1667,Melrose
669,Kawardha,IN,79.07,scattered clouds,22.0167,81.25,STARiHOTELS Raipur Road kawardha
670,Pucallpa,PE,77.0,broken clouds,-8.3791,-74.5539,Hospedaje Komby
672,America Dourada,BR,68.5,scattered clouds,-11.4553,-41.4361,Pousada do Ninho
674,Khawhai,IN,54.64,broken clouds,23.3667,93.1167,Homestay Khawhai
677,Lewiston,US,66.2,scattered clouds,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
681,Berberati,CF,71.55,broken clouds,4.2612,15.7922,Prince Virgile ASSOMO-MOMORI
682,Livingstonia,MW,62.69,moderate rain,-10.606,34.1063,Stone House Guest House
683,Kuching,MY,75.2,light rain,1.55,110.3333,The Ranee Boutique Suites
686,Martapura,ID,75.2,scattered clouds,-3.4167,114.85,Montana Hotel Syariah
687,Ilam,NP,63.28,clear sky,26.9167,87.9167,Chiyabari Cottage
689,Tongliao,CN,56.68,overcast clouds,43.6125,122.2653,Meirujia Hotel
691,Tondano,ID,75.2,few clouds,1.3038,124.9112,Villa Bella
692,Alice Springs,AU,64.99,clear sky,-23.7,133.8833,Desert Palms Alice Springs
